particle,r_px_med,r_um,R_cv,resid_med,ring_cv_med,ecc_med,inlier_med,nn_px_med,n_shape
7252,7.583562992996145,1.0905921940227754,0.13711903034635858,0.04432427821919802,0.05352180238312704,0.3347375916185065,1.0,154.17306959515906,29
31,8.421408743305314,1.211082791374737,0.19409659894629308,0.055310083398796284,0.05943979446358352,0.37506723543855813,1.0,45.585999737356644,62
15,8.447864273911566,1.2148873612312223,0.2261152522019491,0.018509159032711914,0.053007338861177616,0.28080275473881655,0.875,164.1881187757751,120
7,8.62705217482032,1.2406563732609104,0.19040798251356192,0.010577592974181864,0.011587948434867386,0.15825375895002858,0.9791666666666666,109.3606909111199,120
16,8.6824185231976,1.2486186078210466,0.17556613509335237,0.02290185752728036,0.03545937520214263,0.2568401047699247,1.0,36.20600662468201,79
42,9.341003348321742,1.3433296915221495,0.16996687134925528,0.05515393885213209,0.06985143880063807,0.34154798621964794,0.9583333333333334,100.85581902781077,120
6912,9.51493249774363,1.3683424425005113,0.11707003178057813,0.04667566030412858,0.04851724160968833,0.34867687878088194,1.0,45.24817548427392,42
19,9.661148401100615,1.3893697515622794,0.052150764726637884,0.02773660851586205,0.06322226199405856,0.29312748302953573,0.8541666666666666,12.2041250272097,120
8374,9.728412729649659,1.3990430346509173,0.08384187364663455,0.06667369978320115,0.0831131154514829,0.3134141838356662,1.0,342.20161303370213,8
12,9.874868505875918,1.4201048398300158,0.10408807730702252,0.03357527610117896,0.03650770180058605,0.29262375857857414,1.0,145.02508584889895,120
8,9.952098290454813,1.4312112551503067,0.06711696565703043,0.01699417354320286,0.01782431874808416,0.20820036422764965,1.0,139.40163904964044,120
5,10.28213235589594,1.478673454101395,0.08721485237618677,0.018100523728935784,0.02025425617579996,0.2154202460526492,1.0,216.84004783420207,89
4,10.737692467016199,1.5441875536815994,0.07839707473623378,0.011484143671342602,0.01712192247490866,0.16457678167712306,0.9166666666666666,327.22842771322314,120
6,10.95002194216027,1.5747226555020684,0.024414034740725996,0.012710269968963623,0.02738936379553046,0.18514164507761194,0.8645833333333333,258.46519855272703,120
3,11.630332264479716,1.6725580829548279,0.008598228682330206,0.009146125759541154,0.01517560784974032,0.1506483735136462,0.8958333333333334,77.68730089366576,120
11,12.0877025719793,1.738332506876343,0.02990316693882715,0.020349884580715794,0.06725271989802956,0.24380281997196335,0.8020833333333333,13.99495419722344,120
21,12.413905873172117,1.7852438036208822,0.2558195005488895,0.03118488291363395,0.04470830051629367,0.25402153981166,0.96875,88.72154690058628,20
10,12.616035127807654,1.8143120117300187,0.0088918506646122,0.008845693349116463,0.022244241050879313,0.1708735479138407,0.8125,18.048524502203616,120
2,12.785805769018815,1.8387267276425956,0.012812337538445474,0.00802298436752938,0.05236558411488952,0.2188710200332747,0.75,14.509959077232265,120
0,13.26154827040899,1.9071432567675168,0.002566794820280312,0.006749322521601823,0.00950132341155447,0.12857425557224672,0.9375,151.66193140345993,120
1,14.108016563065696,2.0288738619344775,0.006063426834895483,0.008840160924344809,0.026287389494316367,0.18200431175648835,0.7708333333333334,19.24343858787786,120
5905,23.857018626132437,3.4308778486241054,0.11826348555121824,0.035213178583513055,0.1115974255561468,0.19158432534495523,0.84375,8.21209916861591,10
